Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
1801	0.1945	100.9965	0.0019	Typhaang_comp50144_c1_seq1	Typhaang_comp50144_c1_seq4
1802	0.1945	100.9965	0.0019	Typhaang_comp50144_c1_seq1	Typhaang_comp50144_c1_seq2
1803	0.1827	90.3391	0.0020	Typhaang_comp50144_c1_seq2	Typhaang_comp50144_c1_seq5
1804	0.1827	90.3391	0.0020	Typhaang_comp50144_c1_seq4	Typhaang_comp50144_c1_seq5
1805	0.1827	90.3391	0.0020	Typhaang_comp50144_c1_seq5	Typhaang_comp50144_c1_seq6
1806	0.0069	0.0058	1.1801	Typhaang_comp50145_c0_seq1	Typhaang_comp50145_c0_seq2
1807	0.0102	0.0102	1.0020	Typhaang_comp50145_c0_seq1	Typhaang_comp50145_c0_seq4
1808	0.0102	0.0102	1.0019	Typhaang_comp50145_c0_seq2	Typhaang_comp50145_c0_seq3
1809	0.0102	0.0102	1.0020	Typhaang_comp50145_c0_seq3	Typhaang_comp50145_c0_seq4
1810	0.1107	1.6439	0.0673	Typhaang_comp50146_c0_seq1	Typhaang_comp50146_c0_seq7
1811	0.1107	1.6439	0.0673	Typhaang_comp50146_c0_seq1	Typhaang_comp50146_c0_seq5
1812	0.1107	1.6439	0.0673	Typhaang_comp50146_c0_seq1	Typhaang_comp50146_c0_seq4
1813	0.1107	1.6439	0.0673	Typhaang_comp50146_c0_seq1	Typhaang_comp50146_c0_seq3
1814	0.1107	1.6439	0.0673	Typhaang_comp50146_c0_seq2	Typhaang_comp50146_c0_seq7
1815	0.1107	1.6439	0.0673	Typhaang_comp50146_c0_seq2	Typhaang_comp50146_c0_seq5
1816	0.1107	1.6439	0.0673	Typhaang_comp50146_c0_seq2	Typhaang_comp50146_c0_seq4
1817	0.1107	1.6439	0.0673	Typhaang_comp50146_c0_seq2	Typhaang_comp50146_c0_seq3
1818	0.1171	1.8510	0.0633	Typhaang_comp50146_c0_seq3	Typhaang_comp50146_c0_seq8
1819	0.1171	1.8510	0.0633	Typhaang_comp50146_c0_seq4	Typhaang_comp50146_c0_seq8
1820	0.1171	1.8510	0.0633	Typhaang_comp50146_c0_seq5	Typhaang_comp50146_c0_seq8
1821	0.1171	1.8510	0.0633	Typhaang_comp50146_c0_seq7	Typhaang_comp50146_c0_seq8
1822	0.0768	0.3708	0.2071	Typhaang_comp50148_c2_seq1	Typhaang_comp50148_c2_seq2
1823	0.0329	0.9561	0.0344	Typhaang_comp50152_c0_seq1	Typhaang_comp50152_c0_seq2
1824	0.0872	0.5900	0.1478	Typhaang_comp50154_c0_seq1	Typhaang_comp50154_c0_seq4
1825	0.0872	0.5900	0.1478	Typhaang_comp50154_c0_seq2	Typhaang_comp50154_c0_seq4
1826	0.0323	1.2823	0.0252	Typhaang_comp50156_c1_seq1	Typhaang_comp50156_c1_seq2
1827	0.0072	0.0039	1.8182	Typhaang_comp50165_c1_seq1	Typhaang_comp50165_c1_seq3
1828	0.0123	0.1281	0.0957	Typhaang_comp50165_c1_seq1	Typhaang_comp50165_c1_seq5
1829	0.0189	0.1382	0.1366	Typhaang_comp50165_c1_seq1	Typhaang_comp50165_c1_seq6
1830	0.0121	0.1254	0.0962	Typhaang_comp50165_c1_seq3	Typhaang_comp50165_c1_seq6
1831	0.0189	0.1382	0.1366	Typhaang_comp50165_c1_seq3	Typhaang_comp50165_c1_seq5
1832	0.0071	0.0040	1.7607	Typhaang_comp50165_c1_seq5	Typhaang_comp50165_c1_seq6
1833	0.0687	0.6139	0.1120	Typhaang_comp50165_c1_seq5	Typhaang_comp50165_c1_seq9
1834	0.0687	0.6139	0.1120	Typhaang_comp50165_c1_seq6	Typhaang_comp50165_c1_seq9
1835	0.0000	0.0000	0.4019	Typhaang_comp50169_c0_seq1	Typhaang_comp50169_c0_seq2
1836	0.0000	0.0000	0.3501	Typhaang_comp50172_c1_seq1	Typhaang_comp50172_c1_seq3
1837	0.0000	0.0000	0.4058	Typhaang_comp50172_c1_seq1	Typhaang_comp50172_c1_seq4
1838	0.0000	0.0000	0.4058	Typhaang_comp50172_c1_seq3	Typhaang_comp50172_c1_seq4
1839	0.0603	0.5897	0.1023	Typhaang_comp50175_c1_seq1	Typhaang_comp50175_c1_seq2
1840	0.0021	0.0000	99.0000	Typhaang_comp50176_c0_seq1	Typhaang_comp50176_c0_seq4
1841	0.0021	0.0000	99.0000	Typhaang_comp50176_c0_seq3	Typhaang_comp50176_c0_seq4
1842	0.0022	0.0000	99.0000	Typhaang_comp50180_c0_seq1	Typhaang_comp50180_c0_seq2
1843	0.0000	0.0000	0.4019	Typhaang_comp50182_c0_seq1	Typhaang_comp50182_c0_seq2
1844	0.0951	0.5544	0.1716	Typhaang_comp50186_c3_seq1	Typhaang_comp50186_c3_seq3
1845	0.0951	0.5544	0.1716	Typhaang_comp50186_c3_seq1	Typhaang_comp50186_c3_seq2
1846	0.1132	0.4796	0.2361	Typhaang_comp50186_c3_seq2	Typhaang_comp50186_c3_seq4
1847	0.1132	0.4796	0.2361	Typhaang_comp50186_c3_seq3	Typhaang_comp50186_c3_seq4
1848	0.0453	0.5365	0.0845	Typhaang_comp50190_c3_seq1	Typhaang_comp50190_c3_seq5
1849	0.1233	4.9903	0.0247	Typhaang_comp50190_c3_seq1	Typhaang_comp50190_c3_seq7
1850	0.1188	2.8544	0.0416	Typhaang_comp50190_c3_seq1	Typhaang_comp50190_c3_seq6
1851	0.0453	0.5365	0.0845	Typhaang_comp50190_c3_seq3	Typhaang_comp50190_c3_seq5
1852	0.1233	4.9903	0.0247	Typhaang_comp50190_c3_seq3	Typhaang_comp50190_c3_seq7
1853	0.1188	2.8544	0.0416	Typhaang_comp50190_c3_seq3	Typhaang_comp50190_c3_seq6
1854	0.1405	0.7366	0.1907	Typhaang_comp50198_c0_seq2	Typhaang_comp50198_c0_seq3
1855	0.0000	0.0000	0.0010	Typhaang_comp50199_c0_seq2	Typhaang_comp50199_c0_seq3
1856	0.0007	0.0000	99.0000	Typhaang_comp50199_c0_seq2	Typhaang_comp50199_c0_seq7
1857	0.0007	0.0000	99.0000	Typhaang_comp50199_c0_seq3	Typhaang_comp50199_c0_seq6
1858	0.0000	0.0000	0.0010	Typhaang_comp50199_c0_seq6	Typhaang_comp50199_c0_seq7
1859	0.0043	0.0000	99.0000	Typhaang_comp50201_c0_seq2	Typhaang_comp50201_c0_seq6
1860	0.0043	0.0000	99.0000	Typhaang_comp50201_c0_seq4	Typhaang_comp50201_c0_seq6
1861	0.1328	0.7616	0.1744	Typhaang_comp50202_c0_seq1	Typhaang_comp50202_c0_seq6
1862	0.1328	0.7616	0.1744	Typhaang_comp50202_c0_seq2	Typhaang_comp50202_c0_seq6
1863	0.1328	0.7616	0.1744	Typhaang_comp50202_c0_seq5	Typhaang_comp50202_c0_seq6
1864	0.0032	0.0054	0.5865	Typhaang_comp50205_c0_seq1	Typhaang_comp50205_c0_seq2
1865	0.0000	0.0000	0.4018	Typhaang_comp50207_c0_seq1	Typhaang_comp50207_c0_seq2
1866	0.0000	0.0000	0.4031	Typhaang_comp50210_c0_seq1	Typhaang_comp50210_c0_seq5
1867	0.0000	0.0000	0.4031	Typhaang_comp50210_c0_seq2	Typhaang_comp50210_c0_seq5
1868	0.0000	0.0000	0.4031	Typhaang_comp50210_c0_seq3	Typhaang_comp50210_c0_seq5
1869	0.0000	0.0000	0.4031	Typhaang_comp50210_c0_seq4	Typhaang_comp50210_c0_seq5
1870	0.0000	0.0000	0.4031	Typhaang_comp50210_c0_seq5	Typhaang_comp50210_c0_seq7
1871	0.0361	0.1915	0.1885	Typhaang_comp50213_c1_seq1	Typhaang_comp50213_c1_seq2
1872	0.0377	0.5043	0.0748	Typhaang_comp50214_c0_seq1	Typhaang_comp50214_c0_seq2
1873	0.0312	0.8093	0.0385	Typhaang_comp50215_c0_seq1	Typhaang_comp50215_c0_seq2
1874	0.0334	1.1659	0.0287	Typhaang_comp50215_c0_seq1	Typhaang_comp50215_c0_seq3
1875	0.0692	1.6207	0.0427	Typhaang_comp50215_c0_seq1	Typhaang_comp50215_c0_seq4
1876	0.0849	0.7548	0.1125	Typhaang_comp50222_c0_seq1	Typhaang_comp50222_c0_seq2
1877	0.0059	0.0096	0.6163	Typhaang_comp50223_c0_seq1	Typhaang_comp50223_c0_seq2
1878	0.0095	0.0001	99.0000	Typhaang_comp50225_c0_seq1	Typhaang_comp50225_c0_seq7
1879	0.0095	0.0001	99.0000	Typhaang_comp50225_c0_seq2	Typhaang_comp50225_c0_seq7
1880	0.2040	0.4127	0.4942	Typhaang_comp50225_c0_seq4	Typhaang_comp50225_c0_seq7
1881	0.0021	0.0000	99.0000	Typhaang_comp50225_c0_seq5	Typhaang_comp50225_c0_seq7
1882	0.0021	0.0000	99.0000	Typhaang_comp50225_c0_seq6	Typhaang_comp50225_c0_seq7
1883	0.1657	0.6218	0.2666	Typhaang_comp50227_c2_seq1	Typhaang_comp50227_c2_seq2
1884	0.0027	0.0000	99.0000	Typhaang_comp50230_c0_seq1	Typhaang_comp50230_c0_seq4
1885	0.0027	0.0000	99.0000	Typhaang_comp50230_c0_seq2	Typhaang_comp50230_c0_seq4
1886	0.0000	0.0000	0.2737	Typhaang_comp50234_c0_seq1	Typhaang_comp50234_c0_seq2
1887	0.0000	0.0000	0.0010	Typhaang_comp50234_c0_seq1	Typhaang_comp50234_c0_seq4
1888	0.0000	0.0000	0.0010	Typhaang_comp50234_c0_seq2	Typhaang_comp50234_c0_seq3
1889	0.0000	0.0000	0.0010	Typhaang_comp50234_c0_seq3	Typhaang_comp50234_c0_seq4
1890	0.2073	1.3507	0.1535	Typhaang_comp50235_c1_seq1	Typhaang_comp50235_c1_seq2
1891	0.0036	0.0064	0.5610	Typhaang_comp50238_c0_seq1	Typhaang_comp50238_c0_seq4
1892	0.0036	0.0064	0.5610	Typhaang_comp50238_c0_seq2	Typhaang_comp50238_c0_seq4
1893	0.0705	0.1311	0.5380	Typhaang_comp50243_c0_seq1	Typhaang_comp50243_c0_seq2
1894	0.1698	0.3156	0.5380	Typhaang_comp50243_c0_seq1	Typhaang_comp50243_c0_seq3
1895	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq11	Typhaang_comp50247_c1_seq9
1896	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq11	Typhaang_comp50247_c1_seq7
1897	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq11	Typhaang_comp50247_c1_seq5
1898	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq11	Typhaang_comp50247_c1_seq13
1899	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq11	Typhaang_comp50247_c1_seq19
1900	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq13	Typhaang_comp50247_c1_seq4
1901	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq13	Typhaang_comp50247_c1_seq20
1902	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq13	Typhaang_comp50247_c1_seq18
1903	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq18	Typhaang_comp50247_c1_seq9
1904	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq18	Typhaang_comp50247_c1_seq7
1905	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq18	Typhaang_comp50247_c1_seq5
1906	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq18	Typhaang_comp50247_c1_seq19
1907	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq19	Typhaang_comp50247_c1_seq4
1908	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq19	Typhaang_comp50247_c1_seq20
1909	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq20	Typhaang_comp50247_c1_seq9
1910	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq20	Typhaang_comp50247_c1_seq7
1911	0.0000	0.0000	0.0010	Typhaang_comp50247_c1_seq20	Typhaang_comp50247_c1_seq5
1912	0.0000	0.0000	0.3659	Typhaang_comp50247_c1_seq4	Typhaang_comp50247_c1_seq9
1913	0.0000	0.0000	0.3659	Typhaang_comp50247_c1_seq4	Typhaang_comp50247_c1_seq7
1914	0.0000	0.0000	0.3659	Typhaang_comp50247_c1_seq4	Typhaang_comp50247_c1_seq5
1915	0.0136	0.0098	1.3944	Typhaang_comp50251_c1_seq1	Typhaang_comp50251_c1_seq2
1916	0.0000	0.0019	0.0010	Typhaang_comp50256_c1_seq1	Typhaang_comp50256_c1_seq2
1917	0.2429	0.5117	0.4746	Typhaang_comp50261_c0_seq3	Typhaang_comp50261_c0_seq4
1918	0.2475	0.5215	0.4745	Typhaang_comp50261_c0_seq3	Typhaang_comp50261_c0_seq5
1919	0.0000	0.0000	0.4018	Typhaang_comp50261_c0_seq4	Typhaang_comp50261_c0_seq5
1920	0.1034	1.3433	0.0770	Typhaang_comp50265_c0_seq1	Typhaang_comp50265_c0_seq3
1921	0.1034	1.3433	0.0770	Typhaang_comp50265_c0_seq2	Typhaang_comp50265_c0_seq3
1922	0.0030	0.0000	99.0000	Typhaang_comp50267_c0_seq1	Typhaang_comp50267_c0_seq2
1923	0.0318	0.1937	0.1639	Typhaang_comp50268_c1_seq1	Typhaang_comp50268_c1_seq2
1924	0.0011	0.0000	99.0000	Typhaang_comp50272_c0_seq1	Typhaang_comp50272_c0_seq2
1925	0.0098	0.7245	0.0135	Typhaang_comp50275_c0_seq1	Typhaang_comp50275_c0_seq2
1926	0.0025	0.6528	0.0038	Typhaang_comp50275_c1_seq1	Typhaang_comp50275_c1_seq2
1927	0.0415	0.5191	0.0799	Typhaang_comp50279_c0_seq1	Typhaang_comp50279_c0_seq2
1928	0.0129	0.0294	0.4379	Typhaang_comp50281_c0_seq1	Typhaang_comp50281_c0_seq3
1929	0.0018	0.0000	99.0000	Typhaang_comp50284_c0_seq2	Typhaang_comp50284_c0_seq3
1930	0.0449	0.1702	0.2638	Typhaang_comp50285_c0_seq1	Typhaang_comp50285_c0_seq3
1931	0.1334	0.7265	0.1837	Typhaang_comp50285_c0_seq1	Typhaang_comp50285_c0_seq5
1932	0.1334	0.7265	0.1837	Typhaang_comp50285_c0_seq1	Typhaang_comp50285_c0_seq4
1933	0.1220	0.6480	0.1883	Typhaang_comp50285_c0_seq1	Typhaang_comp50285_c0_seq6
1934	0.1239	0.5862	0.2114	Typhaang_comp50285_c0_seq3	Typhaang_comp50285_c0_seq5
1935	0.1239	0.5862	0.2114	Typhaang_comp50285_c0_seq3	Typhaang_comp50285_c0_seq4
1936	0.1065	0.5441	0.1958	Typhaang_comp50285_c0_seq3	Typhaang_comp50285_c0_seq6
1937	0.0009	0.0026	0.3396	Typhaang_comp50287_c0_seq1	Typhaang_comp50287_c0_seq4
1938	0.0009	0.0026	0.3396	Typhaang_comp50287_c0_seq1	Typhaang_comp50287_c0_seq2
1939	0.0009	0.0026	0.3396	Typhaang_comp50287_c0_seq2	Typhaang_comp50287_c0_seq3
1940	0.0009	0.0026	0.3396	Typhaang_comp50287_c0_seq3	Typhaang_comp50287_c0_seq4
1941	0.0167	0.1426	0.1174	Typhaang_comp50291_c1_seq1	Typhaang_comp50291_c1_seq2
1942	0.0432	0.5367	0.0805	Typhaang_comp50292_c0_seq1	Typhaang_comp50292_c0_seq2
1943	0.0054	0.0032	1.6972	Typhaang_comp50300_c0_seq1	Typhaang_comp50300_c0_seq2
1944	0.0097	0.0055	1.7630	Typhaang_comp50300_c0_seq1	Typhaang_comp50300_c0_seq5
1945	0.0085	0.1250	0.0679	Typhaang_comp50304_c0_seq1	Typhaang_comp50304_c0_seq2
1946	0.0000	0.0047	0.0010	Typhaang_comp50306_c0_seq1	Typhaang_comp50306_c0_seq6
1947	0.0000	0.0000	0.0010	Typhaang_comp50306_c0_seq1	Typhaang_comp50306_c0_seq5
1948	0.0000	0.0000	0.0010	Typhaang_comp50306_c0_seq4	Typhaang_comp50306_c0_seq5
1949	0.0000	0.0047	0.0010	Typhaang_comp50306_c0_seq4	Typhaang_comp50306_c0_seq6
1950	0.0000	0.0047	0.0010	Typhaang_comp50306_c0_seq5	Typhaang_comp50306_c0_seq6
1951	0.0650	0.0363	1.7934	Typhaang_comp50308_c0_seq1	Typhaang_comp50308_c0_seq4
1952	0.0000	0.0000	0.4019	Typhaang_comp50310_c0_seq3	Typhaang_comp50310_c0_seq5
1953	0.0022	0.0037	0.5995	Typhaang_comp50310_c0_seq3	Typhaang_comp50310_c0_seq4
1954	0.0023	0.0038	0.5983	Typhaang_comp50310_c0_seq4	Typhaang_comp50310_c0_seq5
1955	0.0450	0.4320	0.1042	Typhaang_comp50311_c0_seq12	Typhaang_comp50311_c0_seq38
1956	0.0472	0.4965	0.0952	Typhaang_comp50311_c0_seq12	Typhaang_comp50311_c0_seq43
1957	0.0450	0.4320	0.1042	Typhaang_comp50311_c0_seq24	Typhaang_comp50311_c0_seq38
1958	0.0472	0.4965	0.0952	Typhaang_comp50311_c0_seq24	Typhaang_comp50311_c0_seq43
1959	0.0450	0.4320	0.1042	Typhaang_comp50311_c0_seq32	Typhaang_comp50311_c0_seq38
1960	0.0472	0.4965	0.0952	Typhaang_comp50311_c0_seq32	Typhaang_comp50311_c0_seq43
1961	0.0365	0.4833	0.0754	Typhaang_comp50311_c0_seq36	Typhaang_comp50311_c0_seq38
1962	0.0472	0.4965	0.0952	Typhaang_comp50311_c0_seq36	Typhaang_comp50311_c0_seq43
1963	0.0365	0.4833	0.0754	Typhaang_comp50311_c0_seq37	Typhaang_comp50311_c0_seq38
1964	0.0472	0.4965	0.0952	Typhaang_comp50311_c0_seq37	Typhaang_comp50311_c0_seq43
1965	0.0450	0.4320	0.1042	Typhaang_comp50311_c0_seq38	Typhaang_comp50311_c0_seq39
1966	0.0365	0.4833	0.0754	Typhaang_comp50311_c0_seq38	Typhaang_comp50311_c0_seq41
1967	0.0308	0.4280	0.0721	Typhaang_comp50311_c0_seq38	Typhaang_comp50311_c0_seq51
1968	0.0472	0.4965	0.0952	Typhaang_comp50311_c0_seq39	Typhaang_comp50311_c0_seq43
1969	0.0472	0.4965	0.0952	Typhaang_comp50311_c0_seq41	Typhaang_comp50311_c0_seq43
1970	0.0477	0.4107	0.1161	Typhaang_comp50311_c0_seq43	Typhaang_comp50311_c0_seq51
1971	0.0777	0.3586	0.2165	Typhaang_comp50313_c0_seq1	Typhaang_comp50313_c0_seq2
1972	0.2014	0.5905	0.3411	Typhaang_comp50313_c0_seq1	Typhaang_comp50313_c0_seq3
1973	0.0042	0.3147	0.0134	Typhaang_comp50314_c0_seq1	Typhaang_comp50314_c0_seq2
1974	0.0000	0.0138	0.0010	Typhaang_comp50317_c1_seq1	Typhaang_comp50317_c1_seq2
1975	0.0369	0.1809	0.2039	Typhaang_comp50320_c2_seq1	Typhaang_comp50320_c2_seq3
1976	0.0473	0.1442	0.3278	Typhaang_comp50321_c0_seq1	Typhaang_comp50321_c0_seq2
1977	0.0000	0.0000	0.0010	Typhaang_comp50323_c0_seq3	Typhaang_comp50323_c0_seq6
1978	0.0000	0.0000	0.4017	Typhaang_comp50323_c0_seq3	Typhaang_comp50323_c0_seq4
1979	0.0030	0.0000	99.0000	Typhaang_comp50323_c0_seq4	Typhaang_comp50323_c0_seq5
1980	0.0000	0.0000	0.4019	Typhaang_comp50323_c0_seq5	Typhaang_comp50323_c0_seq6
1981	0.1129	0.8412	0.1342	Typhaang_comp50325_c2_seq1	Typhaang_comp50325_c2_seq2
1982	0.2166	1.9357	0.1119	Typhaang_comp50325_c2_seq7	Typhaang_comp50325_c2_seq8
1983	0.0000	0.0000	0.4153	Typhaang_comp50329_c0_seq2	Typhaang_comp50329_c0_seq4
1984	0.0000	0.0000	0.4153	Typhaang_comp50329_c0_seq4	Typhaang_comp50329_c0_seq5
1985	0.0000	0.0000	0.0010	Typhaang_comp50332_c0_seq1	Typhaang_comp50332_c0_seq4
1986	0.0000	0.0000	0.0010	Typhaang_comp50332_c0_seq1	Typhaang_comp50332_c0_seq2
1987	0.0000	0.0000	0.0010	Typhaang_comp50332_c0_seq2	Typhaang_comp50332_c0_seq3
1988	0.0000	0.0000	0.0010	Typhaang_comp50332_c0_seq3	Typhaang_comp50332_c0_seq4
1989	0.1876	0.4772	0.3932	Typhaang_comp50337_c1_seq1	Typhaang_comp50337_c1_seq2
1990	0.0921	0.6046	0.1523	Typhaang_comp50340_c0_seq10	Typhaang_comp50340_c0_seq11
1991	0.0078	0.0089	0.8734	Typhaang_comp50341_c2_seq1	Typhaang_comp50341_c2_seq3
1992	0.0035	0.0000	99.0000	Typhaang_comp50341_c2_seq1	Typhaang_comp50341_c2_seq4
1993	0.0035	0.0000	99.0000	Typhaang_comp50341_c2_seq3	Typhaang_comp50341_c2_seq4
1994	0.0000	0.0000	0.3903	Typhaang_comp50344_c2_seq1	Typhaang_comp50344_c2_seq4
1995	0.1232	0.6512	0.1892	Typhaang_comp50344_c2_seq1	Typhaang_comp50344_c2_seq5
1996	0.1094	0.6734	0.1625	Typhaang_comp50344_c2_seq1	Typhaang_comp50344_c2_seq7
1997	0.0000	0.0000	0.3903	Typhaang_comp50344_c2_seq3	Typhaang_comp50344_c2_seq4
1998	0.1232	0.6512	0.1892	Typhaang_comp50344_c2_seq3	Typhaang_comp50344_c2_seq5
1999	0.1094	0.6734	0.1625	Typhaang_comp50344_c2_seq3	Typhaang_comp50344_c2_seq7
2000	0.1261	0.6394	0.1972	Typhaang_comp50344_c2_seq4	Typhaang_comp50344_c2_seq5
2001	0.1094	0.6734	0.1625	Typhaang_comp50344_c2_seq4	Typhaang_comp50344_c2_seq7
2002	0.1130	0.5238	0.2158	Typhaang_comp50354_c2_seq1	Typhaang_comp50354_c2_seq2
2003	0.0355	0.7481	0.0474	Typhaang_comp50354_c2_seq1	Typhaang_comp50354_c2_seq5
2004	0.0529	0.5949	0.0890	Typhaang_comp50354_c2_seq1	Typhaang_comp50354_c2_seq6
2005	0.1187	0.8634	0.1375	Typhaang_comp50354_c2_seq2	Typhaang_comp50354_c2_seq4
2006	0.0355	0.7481	0.0474	Typhaang_comp50354_c2_seq2	Typhaang_comp50354_c2_seq5
2007	0.0529	0.5949	0.0890	Typhaang_comp50354_c2_seq4	Typhaang_comp50354_c2_seq6
2008	0.0786	0.7918	0.0993	Typhaang_comp50357_c1_seq1	Typhaang_comp50357_c1_seq2
2009	0.0291	1.0442	0.0279	Typhaang_comp50357_c1_seq2	Typhaang_comp50357_c1_seq8
2010	0.0028	0.0000	99.0000	Typhaang_comp50357_c1_seq3	Typhaang_comp50357_c1_seq6
2011	0.0028	0.0000	99.0000	Typhaang_comp50357_c1_seq4	Typhaang_comp50357_c1_seq6
2012	0.0021	0.0046	0.4573	Typhaang_comp50358_c1_seq1	Typhaang_comp50358_c1_seq2
2013	0.0027	0.0059	0.4531	Typhaang_comp50358_c1_seq2	Typhaang_comp50358_c1_seq5
2014	0.0000	0.0101	0.0010	Typhaang_comp50362_c2_seq4	Typhaang_comp50362_c2_seq5
2015	0.0209	0.1012	0.2068	Typhaang_comp50364_c0_seq2	Typhaang_comp50364_c0_seq3
2016	0.0029	0.0046	0.6272	Typhaang_comp50365_c0_seq1	Typhaang_comp50365_c0_seq2
2017	0.0032	0.0048	0.6587	Typhaang_comp50365_c0_seq2	Typhaang_comp50365_c0_seq3
2018	0.0035	0.0051	0.6862	Typhaang_comp50365_c0_seq2	Typhaang_comp50365_c0_seq4
2019	0.0441	0.6540	0.0675	Typhaang_comp50366_c0_seq1	Typhaang_comp50366_c0_seq2
2020	0.0201	0.4371	0.0459	Typhaang_comp50366_c0_seq1	Typhaang_comp50366_c0_seq3
2021	0.0495	0.6215	0.0796	Typhaang_comp50366_c1_seq2	Typhaang_comp50366_c1_seq3
2022	0.0301	0.4732	0.0636	Typhaang_comp50375_c1_seq1	Typhaang_comp50375_c1_seq2
2023	0.0415	0.5158	0.0805	Typhaang_comp50375_c1_seq1	Typhaang_comp50375_c1_seq3
2024	0.0542	1.1482	0.0472	Typhaang_comp50375_c1_seq1	Typhaang_comp50375_c1_seq9
2025	0.0542	1.1482	0.0472	Typhaang_comp50375_c1_seq1	Typhaang_comp50375_c1_seq7
2026	0.0539	1.1092	0.0486	Typhaang_comp50375_c1_seq1	Typhaang_comp50375_c1_seq8
2027	0.0539	1.1092	0.0486	Typhaang_comp50375_c1_seq1	Typhaang_comp50375_c1_seq6
2028	0.0533	1.0481	0.0508	Typhaang_comp50375_c1_seq2	Typhaang_comp50375_c1_seq9
2029	0.0533	1.0481	0.0508	Typhaang_comp50375_c1_seq2	Typhaang_comp50375_c1_seq7
2030	0.0000	0.0000	0.0010	Typhaang_comp50381_c2_seq1	Typhaang_comp50381_c2_seq2
2031	0.0118	0.0360	0.3279	Typhaang_comp50382_c0_seq1	Typhaang_comp50382_c0_seq2
2032	0.0561	0.6254	0.0897	Typhaang_comp50382_c0_seq1	Typhaang_comp50382_c0_seq3
2033	0.0232	0.4111	0.0565	Typhaang_comp50382_c0_seq1	Typhaang_comp50382_c0_seq4
2034	0.0174	0.4008	0.0433	Typhaang_comp50382_c0_seq2	Typhaang_comp50382_c0_seq3
2035	0.0232	0.4111	0.0565	Typhaang_comp50382_c0_seq2	Typhaang_comp50382_c0_seq4
2036	0.0728	0.6747	0.1079	Typhaang_comp50383_c1_seq1	Typhaang_comp50383_c1_seq2
2037	0.1238	1.0631	0.1164	Typhaang_comp50392_c0_seq1	Typhaang_comp50392_c0_seq3
2038	0.1225	1.0131	0.1209	Typhaang_comp50392_c0_seq1	Typhaang_comp50392_c0_seq4
2039	0.1238	1.0631	0.1164	Typhaang_comp50392_c0_seq2	Typhaang_comp50392_c0_seq3
2040	0.1225	1.0131	0.1209	Typhaang_comp50392_c0_seq2	Typhaang_comp50392_c0_seq4
2041	0.0000	0.0000	0.0010	Typhaang_comp50395_c0_seq3	Typhaang_comp50395_c0_seq6
2042	0.0000	0.0000	0.0010	Typhaang_comp50395_c0_seq3	Typhaang_comp50395_c0_seq5
2043	0.0000	0.0000	0.0010	Typhaang_comp50395_c0_seq4	Typhaang_comp50395_c0_seq6
2044	0.0000	0.0000	0.0010	Typhaang_comp50395_c0_seq4	Typhaang_comp50395_c0_seq5
2045	0.0121	0.0865	0.1403	Typhaang_comp50397_c0_seq1	Typhaang_comp50397_c0_seq3
2046	0.1334	0.3683	0.3622	Typhaang_comp50397_c0_seq1	Typhaang_comp50397_c0_seq2
2047	0.2083	0.8304	0.2509	Typhaang_comp50397_c0_seq1	Typhaang_comp50397_c0_seq4
2048	0.0124	0.0841	0.1474	Typhaang_comp50397_c0_seq2	Typhaang_comp50397_c0_seq4
2049	0.2083	0.8304	0.2509	Typhaang_comp50397_c0_seq2	Typhaang_comp50397_c0_seq3
2050	0.1922	0.6343	0.3030	Typhaang_comp50397_c0_seq3	Typhaang_comp50397_c0_seq4
2051	0.0105	0.0137	0.7690	Typhaang_comp50401_c0_seq1	Typhaang_comp50401_c0_seq2
2052	0.0000	0.0000	0.4019	Typhaang_comp50401_c0_seq1	Typhaang_comp50401_c0_seq5
2053	0.0141	0.0185	0.7627	Typhaang_comp50401_c0_seq1	Typhaang_comp50401_c0_seq6
2054	0.0131	0.0117	1.1156	Typhaang_comp50401_c0_seq2	Typhaang_comp50401_c0_seq5
2055	0.0131	0.0117	1.1156	Typhaang_comp50401_c0_seq5	Typhaang_comp50401_c0_seq6
2056	0.0000	0.0000	0.0010	Typhaang_comp50411_c0_seq1	Typhaang_comp50411_c0_seq6
2057	0.0000	0.0000	0.0010	Typhaang_comp50411_c0_seq1	Typhaang_comp50411_c0_seq4
2058	0.0000	0.0000	0.0010	Typhaang_comp50411_c0_seq1	Typhaang_comp50411_c0_seq2
